Target	Compound	True	RFR	MLPR	LR	Keras
CHEMBL3920	CHEMBL585113	0.344192	0.901792207151636	0.35660154657447685	0.9764658882900753	0.6187727451324463
CHEMBL203	CHEMBL50344	0.852429	0.4791571746036062	1.1124805312882224	0.29190745367294435	1.5532197952270508
CHEMBL3553	CHEMBL1650951	-1.695622	-1.0051924609999452	-1.8555258285415621	-0.44812180954863967	-1.5577350854873657
CHEMBL1907601	CHEMBL180431	1.778721	0.8851618684047619	1.4477101034139153	1.000172225937694	1.1886401176452637
CHEMBL1868	CHEMBL379088	0.641303	-0.2506340093588539	-0.5782757553857018	-0.36200199841154523	-0.8001925945281982
CHEMBL2185	CHEMBL510472	-0.304803	-0.5537750447661797	-0.3600297973327722	-0.1881492213613265	-0.3216087818145752
CHEMBL4376	CHEMBL4072506	-0.205205	-0.8197418453779433	-1.0712260111977772	-0.9073214061301959	-0.9871070384979248
CHEMBL279	CHEMBL3975954	-1.450069	-0.4787893281972972	-0.7797117877768867	-1.0270939804544212	-0.2173551321029663
CHEMBL2358	CHEMBL3955237	-0.889701	-0.9352341594025705	-0.9175831707421304	-0.957259250680259	-0.8921021819114685
CHEMBL1913	CHEMBL3358996	-0.000227	0.024083206996711147	0.25564098170305116	-0.1207617714521646	0.23887884616851807
CHEMBL279	CHEMBL428534	0.46486	-0.10529924645255169	0.126030217368291	-0.2245623465488922	-0.5392476320266724
CHEMBL5147	CHEMBL3893058	-0.889701	-0.4800824236451441	-0.19782891470231645	0.09123685645307678	-0.5368038415908813
CHEMBL4523	CHEMBL3890727	2.481836	2.182945613285136	2.448526459893207	1.6209871688720043	2.4484703540802
CHEMBL1957	CHEMBL517340	0.975446	1.0810425973333333	1.2377920024727271	1.029786654378975	1.024206519126892
CHEMBL1868	CHEMBL2004290	1.216166	1.2068421433333334	0.701622663485104	0.6187803479140016	1.0821642875671387
CHEMBL1974	CHEMBL1807789	0.889247	0.28071399651015605	0.6069789280008444	0.6134450993171968	0.651376485824585
CHEMBL203	CHEMBL1272325	0.602641	0.4131958256163562	-0.029602028270366842	-0.23909344451963455	0.19163727760314941
CHEMBL2842	CHEMBL1822059	-0.320291	0.5108504781431386	0.60341484253469	0.7012359580543301	0.5317925810813904
CHEMBL3983	CHEMBL2443139	0.889247	0.6717262685714285	1.1894402046984127	0.6593454189859835	0.5983922481536865
CHEMBL1974	CHEMBL3987184	-0.650956	0.043610872105932806	0.6174238641532808	0.3280996094407174	0.3910980224609375
CHEMBL1981	CHEMBL3608522	1.141854	0.8985379432490587	1.1699774933697704	0.2594986567118911	1.2043941020965576
CHEMBL2971	CHEMBL3895546	0.344192	0.12383979267236368	0.1846111444246011	0.30536780944992203	0.03503155708312988
CHEMBL1913	CHEMBL2409775	0.641303	0.586365625703136	0.8836611314393382	0.34313581559959605	1.06058669090271
CHEMBL331	CHEMBL3684979	-0.364852	1.0429034487149922	1.3391205969544906	1.2431989633462095	1.0710220336914062
CHEMBL2971	CHEMBL2208032	-0.582955	-0.5411591398425103	-0.7595119183697445	-0.13372207339876674	-1.2894585132598877
CHEMBL4722	CHEMBL3955990	1.233665	1.5643345061458327	1.759472677928553	1.4215304558830857	2.366523265838623
CHEMBL4439	CHEMBL340203	0.036205	-0.7743884399999995	-1.0700413390632446	-0.47308462155328174	-1.1556059122085571
CHEMBL3717	CHEMBL3357442	0.256864	0.1289463622084139	0.30441921038192105	0.21262366333647642	0.5391741991043091
CHEMBL2094126	CHEMBL190636	0.621489	0.4692375633959972	0.4906544241765959	0.31607729469642265	0.8751965761184692
CHEMBL2148	CHEMBL3974989	-0.338415	-0.3255353798755165	-0.25936567372050273	-0.4098309072246859	-0.27204298973083496
CHEMBL260	CHEMBL480940	-0.15167	-0.10073569207688096	-0.1137647122895753	-0.5077466585468152	0.12051939964294434
CHEMBL4224	CHEMBL1802964	-1.211448	-0.7589248100833332	-0.9058448309522619	-0.5899627301434139	-0.5264071226119995
CHEMBL1907601	CHEMBL433590	-1.094679	-1.0566297586247846	-1.5125455465620548	-1.4639243996679863	-1.273786187171936
CHEMBL4070	CHEMBL2087013	-1.07126	-1.3351462799999998	-1.3392877253479565	-1.235016229977325	-1.2396126985549927
CHEMBL2971	CHEMBL3645111	0.539953	-0.03298908809873438	1.1192072324762417	-0.20500711029176155	0.3986811637878418
CHEMBL2637	CHEMBL2425655	-0.050842	-0.27791787478166297	0.11317851287407121	-0.30500534798390516	0.09172296524047852
CHEMBL1957	CHEMBL1256432	0.053569	0.13507911958945978	0.24829075972758274	0.055557480960678696	0.12550592422485352
CHEMBL1974	CHEMBL2035050	0.684269	0.4948810684397809	0.8997885979750022	0.306128468446166	0.9456237554550171
CHEMBL2276	CHEMBL1822132	0.707687	0.42115439482478634	0.21424129412820725	0.4271766534371051	0.2144407033920288
CHEMBL279	CHEMBL3604468	-0.077042	-0.3836805492852925	-0.21603497778729297	-0.08097770677083965	-0.4107784032821655
CHEMBL4282	CHEMBL3672488	0.291433	0.4315556594036778	-0.4117488056976736	-0.04553097667670669	0.5650174617767334
CHEMBL2094138	CHEMBL226898	0.787897	0.513107986666667	0.835655861838416	0.607746565748339	0.3191491663455963
CHEMBL203	CHEMBL408683	-0.535743	-0.8507720478903896	-0.44160318071187643	-0.34573173676026603	-0.31191468238830566
CHEMBL301	CHEMBL1922209	-0.037045	-0.13065457249607315	-0.02604376539237896	-0.08231396486460661	-0.23200678825378418
CHEMBL279	CHEMBL1242107	-0.418278	0.3810462668286074	0.40659933244918145	0.1292773968981793	0.27860522270202637
CHEMBL3582	CHEMBL313814	-1.511416	-0.1294910966661355	-0.3622807675945978	-0.10042796460734676	-0.1339014172554016
CHEMBL3717	CHEMBL1834657	-1.315501	-0.5196160807365879	-1.3871995426511092	-0.9412813397078397	-0.883854866027832
CHEMBL203	CHEMBL119156	-1.361121	-0.9435902133745666	-1.469221233351481	-0.6736219886954471	-0.513200044631958
CHEMBL1974	CHEMBL3918739	-1.530121	0.4154505903713452	0.9552927375065445	-1.336255882123726	-0.2815589904785156
CHEMBL5408	CHEMBL3895745	-0.000227	0.19192779554821457	0.3622655215032925	0.22783394708488047	0.12355142831802368
CHEMBL4523	CHEMBL3923254	0.115566	0.4953381494604534	-0.20943062844560767	1.0303054602794293	0.48871541023254395
CHEMBL3038477	CHEMBL3918554	-0.889701	0.29077588149671363	0.3970912947716416	0.36345113546210284	0.6148821711540222
CHEMBL1907600	CHEMBL261252	-1.511416	-1.0604420197240063	-0.9153815816514017	-0.7410538252900071	-0.8755369782447815
CHEMBL3553	CHEMBL3965485	-0.889701	-0.5704610554423073	-0.8495874321945653	-0.3542733396811777	-0.6828702688217163
CHEMBL1907605	CHEMBL4063842	-0.885818	-1.1664379221390377	-1.2970995569066972	-1.096531930377901	-1.1605546474456787
CHEMBL5407	CHEMBL3691913	1.124425	1.075825052626852	0.9345883480270656	0.9869427985883757	1.110827922821045
CHEMBL5543	CHEMBL1898197	0.373545	-0.07279138928797389	-0.04445043674578686	-0.1021100517662038	0.18209069967269897
CHEMBL279	CHEMBL362486	1.093068	1.8431034164822522	1.790627497127602	0.7883256732283063	1.9303206205368042
CHEMBL4523	CHEMBL3949896	0.180715	1.505693843547472	1.785857176684763	1.5489580918516026	1.5605380535125732
CHEMBL2358	CHEMBL3969313	-0.889701	-0.9023053966922435	-0.9488619342581377	-0.9514477499248797	-0.9098016023635864
CHEMBL1957	CHEMBL2088096	-1.601279	-0.8690449406156896	-0.5863195865806143	-1.037984968709651	-1.1624069213867188
CHEMBL2599	CHEMBL3971588	0.975446	0.8552122118669709	0.29743919016671233	0.5503745713999753	0.48171162605285645
CHEMBL2147	CHEMBL1915438	1.157005	1.0166780371553314	1.1049679733093263	0.7003452485003784	1.1886941194534302
CHEMBL203	CHEMBL4107879	-0.410718	-0.9427600352060999	-1.1377034709653333	-0.6154387651132398	-0.9466578960418701
CHEMBL4439	CHEMBL1766453	0.023675	0.35917269999999996	0.5266299590677828	0.14525904379262944	0.16966593265533447
CHEMBL4937	CHEMBL4108038	2.243807	1.0845876945479496	1.2073278017189337	1.0754685584449377	0.859186589717865
CHEMBL203	CHEMBL3965625	0.267531	0.2208304766130995	0.07902583570487876	0.26773511946332185	0.32440102100372314
CHEMBL1974	CHEMBL404367	1.243204	0.5054397797895297	1.331797956104595	0.6110121277337136	0.8312216997146606
CHEMBL1868	CHEMBL214063	0.373545	-1.0015776026336742	-1.2211852340543519	-0.313835792369607	-0.8726446628570557
CHEMBL2185	CHEMBL595406	-0.572561	-0.6903943319895215	-1.147590100172267	-0.48732231187489294	-0.7264401912689209
CHEMBL1868	CHEMBL255955	1.157005	-0.15065324283253295	-0.1671202317268697	0.21107362254666506	0.06606495380401611
CHEMBL1862	CHEMBL1242748	0.602641	0.420996563177796	0.5269567188248251	0.16605486185458285	0.6277605891227722
CHEMBL5543	CHEMBL3775949	-1.046329	-0.48431338939476826	-0.8626990040262098	-0.6754180643325546	-0.4926987886428833
CHEMBL260	CHEMBL4088971	0.818817	0.024785629192569224	0.40420193491321527	0.11052982029261693	0.1672595739364624
CHEMBL3973	CHEMBL3935124	0.311075	0.1055750013489724	0.2705376670430359	0.17123432716459933	0.34867405891418457
CHEMBL2147	CHEMBL3940808	1.36743	1.4268367952116574	1.6524285056517676	1.0130557989187565	1.5817205905914307
CHEMBL1907600	CHEMBL2314452	-1.339018	-0.8884535842490965	-1.3523085143837534	-1.0637890183218748	-1.184262990951538
CHEMBL1974	CHEMBL374330	1.510962	0.5402039975579751	0.8064443079492436	0.5748292109547514	0.744253396987915
CHEMBL4376	CHEMBL2321952	-0.484161	-0.8751250957178578	-0.6839634057324101	-0.8912814733233312	-0.6498789191246033
CHEMBL3476	CHEMBL556806	0.316913	-0.16530599329875792	-0.288220096355457	-0.7311264841643561	-0.14844930171966553
CHEMBL1907600	CHEMBL1782170	-1.657604	-0.9975060142131614	-1.3085431417704232	-0.9993688413976229	-0.9543467164039612
CHEMBL2094127	CHEMBL312657	-0.397962	-0.4074265633051948	-0.4553682752805209	-0.14884297376506905	-0.6462579965591431
CHEMBL5570	CHEMBL3660771	-0.621942	-0.091828804394172	-0.22661439555143092	-0.04266953827546893	-0.017931580543518066
CHEMBL4895	CHEMBL3910520	0.75927	0.3270383038141145	0.4038634513446455	0.22606428463097605	0.401856005191803
CHEMBL4070	CHEMBL3699275	1.353048	1.4911122083846156	0.6018453818393079	1.6299702090084216	1.026210904121399
CHEMBL1981	CHEMBL209148	-0.926518	-0.6219304205980917	-1.242607833951614	-0.33880979918562837	-0.7607674598693848
CHEMBL1907600	CHEMBL3673434	0.023675	-0.6425725553848816	-0.6607140006627031	-0.41780435901562063	-0.8868822455406189
CHEMBL2971	CHEMBL3922146	-0.000227	0.42462999966150716	0.18520357905841134	0.39289381500078524	-0.01669907569885254
CHEMBL2292	CHEMBL3335355	-1.767408	-1.2054842215279344	-1.2476649833431233	-0.8740314215601248	-1.296167016029358
CHEMBL203	CHEMBL367754	-0.957222	-0.12544437618740442	-0.24666516231082747	-0.08698268176502977	0.6119598150253296
CHEMBL3717	CHEMBL3287309	0.784937	0.4613307575666537	0.9332201664826072	-0.10137087713529547	0.9415743350982666
CHEMBL4439	CHEMBL130025	-0.487458	-0.4014619199999999	-0.6338930245307058	-0.4204896619178936	-0.5915570259094238
CHEMBL2842	CHEMBL2158854	-1.339018	-0.3262062370051625	-0.3093964188182894	-0.3293978487260535	-0.37323248386383057
CHEMBL4523	CHEMBL3957954	2.243807	1.4389030780272833	1.7357208859747928	1.359017422715346	2.205587148666382
CHEMBL2971	CHEMBL3959692	0.41651	0.31650358196513484	0.7687669232102834	-0.033409417285326426	0.4875979423522949
CHEMBL2971	CHEMBL3582442	-1.555194	-0.37954359588345316	-0.4051079073737081	0.21260665599817807	-0.8228178024291992
CHEMBL3650	CHEMBL3969747	0.346649	1.1395846777459662	1.4008291746226829	1.1982749171055422	1.161821961402893
CHEMBL4722	CHEMBL1990583	1.354334	-0.01342088960605468	0.03466727213135257	-0.23576178147988308	0.3296349048614502
CHEMBL203	CHEMBL3297900	0.11976	-0.0783585304979586	-0.005623983759288187	-0.7967409856964994	-0.2843756675720215
CHEMBL1824	CHEMBL3964556	0.267531	-0.35947375262745007	-0.33099115847004795	-0.15141654238341107	-0.21660244464874268
CHEMBL2095217	CHEMBL3895532	-1.511416	-1.3960371000225948	-1.5237917569611832	-1.3296535011901194	-1.2506623268127441
CHEMBL1868	CHEMBL213270	-1.205183	-0.6746318815539841	-0.7621930693621911	-0.2715776089632368	-0.4565483331680298
CHEMBL2094126	CHEMBL307150	0.137554	-0.4205381800302075	-0.18532865433850576	-0.5932616245766955	-0.18880784511566162
CHEMBL2599	CHEMBL4066664	0.081173	0.5538302970776412	-0.14182772100391328	1.0066805894061994	1.06717848777771
CHEMBL203	CHEMBL3952188	0.267531	0.31039212511458814	-0.11768022222753316	0.38163817197767325	0.7050881385803223
CHEMBL4439	CHEMBL361237	0.35373	0.14950402000000004	0.32181458451909667	-0.09434254140883547	0.3426305055618286
CHEMBL3231	CHEMBL2333884	0.584671	0.6740327266666677	0.7343102978697797	0.9326338842098104	0.2757531404495239
CHEMBL1907600	CHEMBL1796148	0.325793	-0.11062228512614027	0.4795438778835072	-0.05057726200403523	0.4709041118621826
CHEMBL1906	CHEMBL3577117	1.016146	0.7815839	1.045784681042479	0.863753031695079	0.6361505389213562
CHEMBL1974	CHEMBL260848	-0.143759	0.9673223848126975	0.8155691833585155	0.6259810977880204	1.2904709577560425
CHEMBL3983	CHEMBL3703178	-0.517957	-1.0323405000000003	-1.627062182805306	-1.0067017290933176	-0.515798807144165
CHEMBL2971	CHEMBL3947742	-0.778571	0.17951842820136948	0.2985816040100067	-0.03587133518556218	0.4507107734680176
CHEMBL203	CHEMBL4070053	1.317516	1.0560034414585606	1.3306457272592174	0.23518815896825218	1.3967094421386719
CHEMBL203	CHEMBL131426	-0.926518	-0.972368175560881	-1.0591652942718899	-0.8977153738586873	-0.957042932510376
CHEMBL2147	CHEMBL2322228	0.325793	-0.8513095104482749	-1.660981575267287	-0.3366611802575672	-1.251938819885254
CHEMBL279	CHEMBL2086740	1.157005	0.5242524293101101	0.5234002659688337	-0.42951799235811966	1.1068739891052246
CHEMBL2971	CHEMBL3658869	-0.631104	-0.42542701379130665	-0.8798601080102784	-0.3947451605251287	-0.3991432189941406
CHEMBL203	CHEMBL590878	1.069572	-0.7528524531295744	0.40781774343773103	-0.7694339452372484	-0.4630718231201172
CHEMBL2358	CHEMBL3905020	-0.889701	-0.9393043671876681	-0.91881114979956	-0.957259250680259	-0.9459909200668335
CHEMBL1844	CHEMBL3673465	0.732618	0.5591955484163722	0.5147491216204871	0.5263536566794007	0.7324960827827454
CHEMBL1936	CHEMBL477768	-1.339018	-0.7988924902960313	-0.8523005453461435	-0.5940811194492751	-1.0177184343338013
CHEMBL4722	CHEMBL510730	-1.094679	-0.44282326023921953	-0.0873777609787334	-0.7417086093574682	-0.8478560447692871
CHEMBL203	CHEMBL1958213	-1.159385	-1.1653227451731172	-1.3555478611499874	-0.916890472096282	-1.3890964984893799
CHEMBL2148	CHEMBL3981841	0.178254	0.38995983852430677	0.3975855433843274	0.06747787025914753	0.5543885231018066
CHEMBL3973	CHEMBL3912505	-0.889701	-0.5676887794715494	-1.0590926764056614	0.19947042280402133	-0.7709558010101318
CHEMBL4630	CHEMBL471156	0.049154	-0.12293659170659635	0.21494755962919976	-0.3517723163428251	-0.056170105934143066
CHEMBL1936	CHEMBL4074518	1.252984	0.47690269299350785	0.0381115433664498	0.014155866124305527	0.04741954803466797
CHEMBL203	CHEMBL554993	1.395034	1.2823794232696408	1.3681626781116771	-0.8002253124159976	0.40981733798980713
CHEMBL2147	CHEMBL4108465	1.010818	0.8143646548424391	1.211732490813598	0.8186236632622742	0.9021577835083008
CHEMBL2363049	CHEMBL3604943	1.778721	0.6636218712972499	0.9248293465851205	0.29640918390880655	1.0260499715805054
CHEMBL279	CHEMBL523559	-1.581846	-0.45599466955311346	-0.6495378278208137	-0.4121115319496591	-0.23113977909088135
CHEMBL3983	CHEMBL3808564	-0.037045	0.8923734555555557	1.0304534933936325	0.7104593038549298	0.5983922481536865
CHEMBL4722	CHEMBL3675524	2.708894	1.759918042983642	1.9065464382704373	1.3660538906250443	1.6673648357391357
CHEMBL2185	CHEMBL2023228	0.137554	0.5640024161537349	0.8717419338387444	0.3333425404506409	0.9536198377609253
CHEMBL4722	CHEMBL2029906	0.621489	0.6023575265583071	0.5078686381866	0.45173659380058195	0.7825155258178711
CHEMBL301	CHEMBL103112	-0.889701	-0.5854456048174277	-0.2344564446761701	-0.5542755669066228	-0.28770720958709717
CHEMBL4282	CHEMBL3978717	-0.831439	-0.47270262769093213	-0.5658665918253825	-0.035706655447632574	-0.5095683336257935
CHEMBL1868	CHEMBL2063334	-0.889701	-0.49358244882257346	-0.45303217034020843	-0.4635419953013565	-0.1983342170715332
CHEMBL4523	CHEMBL2035640	-0.130204	-0.3781936698973213	-0.3576519781729398	-0.4965281271453933	-0.32666587829589844
CHEMBL3616	CHEMBL67528	0.75927	0.4620093093693576	0.1696477452737808	0.3743287493371802	0.4063153564929962
CHEMBL4816	CHEMBL2177375	0.602641	0.34930558247914634	0.41762067829674393	0.6974082498826519	0.5129682421684265
CHEMBL3038469	CHEMBL4091242	0.237802	-0.3610610612072753	-1.1096716874761394	-0.4848773552943029	-0.4070810079574585
CHEMBL4722	CHEMBL3675399	-0.606173	-0.3670830808663262	-0.42061012904650086	-0.17531175636584845	-0.11983466148376465
CHEMBL2068	CHEMBL3895458	-0.889701	-0.8862938924502959	-0.8927884683176528	-0.9577055540248562	-0.9174968004226685
CHEMBL203	CHEMBL178144	0.148752	-0.052167536672686116	0.04665330631190523	0.016848014383905485	0.3491123914718628
CHEMBL2815	CHEMBL3673446	-0.800107	-0.5242127780605125	-0.9087234015834209	-1.0104966360369523	-0.7132034301757812
CHEMBL2094138	CHEMBL438483	0.929947	0.8219194866666669	1.303974308038546	1.0852138154356943	0.3191491663455963
CHEMBL4722	CHEMBL3685256	2.754393	0.5504751047268265	-0.029368690256683427	0.8773581438391511	0.596938967704773
CHEMBL4523	CHEMBL2035608	-1.511416	-1.1905947383615956	-1.4731281261511766	-0.7100704072879676	-0.9488837718963623
CHEMBL203	CHEMBL1958210	-1.553812	-1.1653227451731172	-1.3555478611499874	-0.916890472096282	-1.3890964984893799
CHEMBL2971	CHEMBL3671145	-0.889701	-0.8710437939859946	-0.8448269495649487	-0.593466659155677	-0.779202938079834
CHEMBL4895	CHEMBL452965	-0.621942	-0.1522223025669485	-0.4125022336726286	-0.014794465794311762	-0.4285869598388672
CHEMBL3973	CHEMBL3942506	0.142106	0.7798766147696723	0.7321631559305963	0.7896361481075675	0.6455245018005371
CHEMBL279	CHEMBL396144	-1.341425	-0.5228144930958853	-0.6597536380797835	-0.18742889285390874	-0.4762762784957886
CHEMBL279	CHEMBL1087649	-0.369335	-0.7617861154102178	-0.21258379362686153	-0.480049920799379	-0.24354040622711182
CHEMBL4247	CHEMBL2403367	-1.046329	-0.9129866197142856	-1.092790110849209	-0.5703562779831965	-1.024862289428711
CHEMBL2850	CHEMBL3984472	-1.06148	-0.9839342594285715	-1.0938710350059992	-0.7901584586215588	-0.9805068969726562
CHEMBL3650	CHEMBL13354	-1.258808	-1.113210018915062	-1.3225694342325431	-0.36452491749099625	-1.43763267993927
CHEMBL3973	CHEMBL3949508	-0.34712	0.3075679293988742	-0.059588824969588505	0.38816001632593533	0.09095513820648193
CHEMBL1981	CHEMBL1630118	-1.094679	-1.1381312106387083	-1.1116124117465787	-1.0129825329378956	-1.194880485534668
CHEMBL4523	CHEMBL3969621	0.117657	0.2098758674866685	-0.40775827704180506	0.23819009036986716	0.4256894588470459
CHEMBL2094128	CHEMBL577172	-0.424614	-0.6797770649977304	-0.6391089968465755	-0.8586283783241917	-0.6997803449630737
CHEMBL3650	CHEMBL194872	0.148752	0.3684735315811964	0.15997819461771468	-0.1053475235142125	0.1926133632659912
CHEMBL279	CHEMBL3952706	-0.889701	-0.8697815055163415	-1.2431062415631375	-0.9319685680665861	-0.5915645360946655
CHEMBL2842	CHEMBL1242752	-1.227888	-1.1669671625792188	-1.2894287310134964	-1.148905857113158	-1.1935515403747559
CHEMBL1907601	CHEMBL3604470	0.344192	0.30711345635348	0.7325516035661932	0.7515870180837081	0.4534170627593994
CHEMBL4179	CHEMBL67633	-0.216403	-0.4339331478210992	-0.5348912877868642	-0.6117279547451144	-0.2844505310058594
CHEMBL279	CHEMBL2018755	-0.826921	-1.3506762049562995	-1.4952230989357373	-0.3364374319910234	-1.4629250764846802
CHEMBL1974	CHEMBL3948744	-1.716911	-1.165243290458525	-0.16060604248132124	-1.3784013302212088	-1.193758249282837
CHEMBL5147	CHEMBL3923449	0.267531	0.2594742600357225	0.2586410436363364	0.23739794881626297	0.3292334973812103
CHEMBL203	CHEMBL595406	-0.354184	-0.22596990930010696	-0.11695631717347588	-0.1378082370592566	-0.5656156539916992
CHEMBL2358	CHEMBL3929226	-1.243658	-1.068537398629577	-1.1137082490440005	-0.9940397216853276	-1.0289336442947388
CHEMBL2358	CHEMBL3974603	-0.889701	-0.9011413388699824	-0.967108667001386	-0.9869089124924018	-0.8986164927482605
CHEMBL203	CHEMBL177688	-1.00848	-0.7407692314208476	-1.3276976063747925	0.006042889632289161	-1.2018842697143555
CHEMBL5407	CHEMBL3676283	1.354334	1.2783768250396488	1.2887437275071338	1.4263502659490803	1.2661267518997192
