Target	Compound	True	RFR	MLPR	LR	Keras
CHEMBL2599	CHEMBL2336005	-3.226844	-5.87516732	-6.002451742612856	-5.226850135944933	-6.148169040679932
CHEMBL3973	CHEMBL3936673	-4.213756	-3.625095279558975	-2.980551115458005	-4.323365894256496	-3.476227045059204
CHEMBL1957	CHEMBL318804	-4.189655	-6.0049114515933155	-4.374214892018939	-5.2109403204166895	-5.5229811668396
CHEMBL2095942	CHEMBL139653	-2.079442	-4.594407266666669	-5.224698210205165	-4.565083440010897	-3.919495105743408
CHEMBL279	CHEMBL1276981	-2.639057	-2.844870848654952	-3.2751044479604934	-3.6974619735127874	-3.081406354904175
CHEMBL2828	CHEMBL2312652	-8.411833	-5.380835831428572	-6.592131777096911	-5.532377348997063	-6.126379489898682
CHEMBL2185	CHEMBL1964276	-4.574711	-3.2997625753461874	-1.7223330012346787	-3.35926597489906	-2.0301284790039062
CHEMBL2094126	CHEMBL1270230	-7.901007	-5.784751936740348	-5.439083055402051	-2.4979047877601532	-4.493276596069336
CHEMBL2148	CHEMBL3932456	-6.413459	-6.203222320814972	-6.656460032968271	-6.0198217895353014	-6.4737982749938965
CHEMBL4523	CHEMBL3676261	-4.343805	-5.184035563978803	-6.513878339141161	-3.3153355532849877	-6.976916790008545
CHEMBL2959	CHEMBL481362	-8.517193	-4.929498890884343	-5.959751211148367	-5.801633908220034	-5.795610427856445
CHEMBL1936	CHEMBL3673962	-4.60517	-5.150757833924578	-4.651147544665202	-5.538073739089645	-4.502664089202881
CHEMBL4630	CHEMBL517744	-3.401197	-4.685569601637578	-3.8874388444673516	-3.179308219655984	-3.5769944190979004
CHEMBL1913	CHEMBL1940272	-1.098612	-2.817081810124412	-2.7720468244173007	-3.1946735522827314	-3.4030189514160156
CHEMBL2148	CHEMBL1079594	-0.0	-3.2026758055461353	-0.9088604631616257	-4.487562870243279	-0.6369333267211914
CHEMBL1913	CHEMBL120077	-1.435085	-5.52063230591458	-6.821343518858418	-5.035718342723046	-5.91124153137207
CHEMBL203	CHEMBL1242198	-6.356108	-6.36870673837091	-6.719543220122445	-6.60225231578847	-7.019281387329102
CHEMBL3920	CHEMBL585113	-3.713572	-1.954971502711822	-4.417391211065	-2.1840740271377665	-2.3652710914611816
CHEMBL203	CHEMBL50344	-2.397895	-3.085194538570084	0.045490255233858023	-3.2744714368333705	-0.6768796443939209
CHEMBL3553	CHEMBL1650951	-8.994048	-7.026544417215558	-8.104393359397024	-7.332888649977002	-8.15952205657959
CHEMBL1907601	CHEMBL180431	-0.0	-2.3643804490909095	-1.2873230744440085	-1.9779958830620945	-1.4593133926391602
CHEMBL1868	CHEMBL379088	-2.944439	-4.871525975343	-6.389830978859376	-5.3758687112890495	-5.797946453094482
CHEMBL2185	CHEMBL510472	-5.393628	-6.084214743850693	-5.239144568313053	-5.767969367267143	-6.158555030822754
CHEMBL4376	CHEMBL4072506	-5.135798	-6.557070928497679	-7.5219823970039235	-6.8033471021150795	-7.3749566078186035
CHEMBL279	CHEMBL3975954	-8.358385	-7.447399221878981	-8.797352373452933	-8.035547302527032	-7.588743686676025
CHEMBL2358	CHEMBL3955237	-6.907755	-6.999552285200368	-7.007608418818145	-6.989946606793453	-6.991546154022217
CHEMBL1913	CHEMBL3358996	-4.60517	-5.387502911667651	-4.030432819939268	-5.434595041681913	-4.448846340179443
CHEMBL279	CHEMBL428534	-3.401197	-4.258733168016107	-4.289792705329923	-4.185139601816419	-3.9010159969329834
CHEMBL5147	CHEMBL3893058	-6.907755	-6.034163012745099	-6.116677585010929	-5.396566735609177	-6.2324347496032715
CHEMBL4523	CHEMBL3890727	1.820159	0.7638911615749211	1.8625529714245226	0.8825193696108826	1.599956750869751
CHEMBL1957	CHEMBL517340	-2.079442	-2.0071007453333345	-1.6660911595246086	-0.524586284650379	-1.5816807746887207
CHEMBL1868	CHEMBL2004290	-1.456287	-2.0037424750219253	-3.0413946178131095	-3.073597896131073	-1.0276318788528442
CHEMBL1974	CHEMBL1807789	-2.302585	-3.5974192221662937	-3.9565437206353353	-3.99325363775662	-3.3250670433044434
CHEMBL203	CHEMBL1272325	-3.044522	-4.838879166090131	-6.973161805668885	-4.805474369599752	-5.730022430419922
CHEMBL2842	CHEMBL1822059	-5.433722	-3.2838795417380933	-2.9909379090558144	-2.2750401205019717	-3.5092854499816895
CHEMBL3983	CHEMBL2443139	-2.302585	-3.3125204875226157	-2.4587047594461127	-2.6611438624019836	-2.5280561447143555
CHEMBL1974	CHEMBL3987184	-6.289716	-4.810039980243224	-4.322784540556186	-3.959386371254041	-4.123930931091309
CHEMBL1981	CHEMBL3608522	-1.648659	-2.1101085093333336	-1.5613953647605738	-3.3320182407303096	-1.5046732425689697
CHEMBL2971	CHEMBL3895546	-3.713572	-4.3403893522503205	-4.170962877651296	-4.774856047335804	-4.209622383117676
CHEMBL1913	CHEMBL2409775	-2.944439	-2.592392258889254	-1.9985105059606183	-2.1002068227193176	-1.6930372714996338
CHEMBL331	CHEMBL3684979	-5.549076	-1.9351229858488928	-2.498991296019546	-2.6318076809570567	-2.436901330947876
CHEMBL2971	CHEMBL2208032	-6.113682	-5.013126714850242	-7.3047627730940246	-5.0064502970365865	-7.003724098205566
CHEMBL4722	CHEMBL3955990	-1.410987	-0.001312290800804914	-1.7489675967887317	-1.536783626518945	-0.9976658821105957
CHEMBL4439	CHEMBL340203	-4.51086	-6.47287682273554	-7.0216687677871406	-6.107070145203892	-6.935995578765869
CHEMBL3717	CHEMBL3357442	-3.939638	-4.995469052727647	-5.672332769422739	-4.3868335489519605	-4.871552467346191
CHEMBL2094126	CHEMBL190636	-2.995732	-4.09565496	-3.163554330634087	-3.1081139566460463	-3.7748773097991943
CHEMBL2148	CHEMBL3974989	-5.480639	-5.671068986501739	-4.4998122362532165	-5.908292346678173	-5.1317267417907715
CHEMBL260	CHEMBL480940	-4.997212	-5.071626437527263	-4.777706198796387	-5.428271918828861	-4.481901168823242
CHEMBL4224	CHEMBL1802964	-7.740664	-6.23686211123193	-6.703843338315175	-6.713903290288645	-6.613993167877197
CHEMBL1907601	CHEMBL433590	-7.438384	-7.246188227277546	-7.0601320211551055	-7.477270275776305	-7.322510719299316
CHEMBL4070	CHEMBL2087013	-7.377759	-7.4437488599999995	-7.80946702767513	-7.162671789757356	-7.318757057189941
CHEMBL2971	CHEMBL3645111	-3.206803	-4.536463802727747	-3.6155617776657625	-6.037421153148312	-2.8630239963531494
CHEMBL2637	CHEMBL2425655	-4.736198	-5.193004866182219	-5.441547656831591	-5.088200949785063	-4.78805685043335
CHEMBL1957	CHEMBL1256432	-4.465908	-4.408483228713147	-4.272799380044484	-3.858112193579975	-4.357752323150635
CHEMBL1974	CHEMBL2035050	-2.833213	-2.6288163198117322	-0.9628900270818912	-2.7772284426455136	-2.103102922439575
CHEMBL2276	CHEMBL1822132	-2.772589	-3.4354355229085263	-4.690705374230564	-4.287014342288017	-4.179774761199951
CHEMBL279	CHEMBL3604468	-4.804021	-5.458161720280845	-4.228661959753416	-5.649394204382483	-4.382820129394531
CHEMBL4282	CHEMBL3672488	-3.850148	-3.853639857423619	-3.444053436050836	-3.159013375172006	-3.8769474029541016
CHEMBL2094138	CHEMBL226898	-2.564949	-2.8450355097638935	-2.3971902177285127	-4.218000649574989	-2.4102602005004883
CHEMBL203	CHEMBL408683	-5.991465	-6.751806099591978	-6.1662020978003556	-6.797990196767339	-6.34033203125
CHEMBL301	CHEMBL1922209	-4.70048	-5.105792107695478	-5.25837162962614	-4.861670369539784	-4.561685085296631
CHEMBL279	CHEMBL1242107	-5.687382	-3.733201580347299	-2.9005292647322998	-3.8981876233768022	-2.3997740745544434
CHEMBL3582	CHEMBL313814	-8.517193	-5.374254953517942	-4.815574233938919	-5.710774563956434	-4.925393104553223
CHEMBL3717	CHEMBL1834657	-8.010028	-6.168299515083317	-8.164113588906286	-7.024862742410245	-7.855728626251221
CHEMBL203	CHEMBL119156	-8.128125	-7.447543377967995	-6.90444535733521	-7.549627473085471	-7.0919036865234375
CHEMBL1974	CHEMBL3918739	-8.565616	-3.713822013785062	-1.6860748832330543	-6.8188530725345196	-3.89711332321167
CHEMBL5408	CHEMBL3895745	-4.60517	-4.088186459023997	-3.859892498039224	-3.900371502160186	-4.714662551879883
CHEMBL4523	CHEMBL3923254	-4.305416	-3.8370865298034893	-4.975899803022475	-3.3890909947076784	-4.996713638305664
CHEMBL3038477	CHEMBL3918554	-6.907755	-3.7811011837461423	-3.204870729376324	-3.629136629902066	-4.312510967254639
CHEMBL1907600	CHEMBL261252	-8.517193	-7.701405166707265	-6.9738686992637176	-7.724735282519144	-7.441829204559326
CHEMBL3553	CHEMBL3965485	-6.907755	-5.859889350080832	-6.068511347500623	-5.186629765327686	-5.2856292724609375
CHEMBL1907605	CHEMBL4063842	-6.897705	-7.3479343287599885	-7.249497116881802	-7.297274807724193	-7.921757221221924
CHEMBL5407	CHEMBL3691913	-1.693779	-1.500442924773153	-1.346978010762904	-1.7467403065217622	-1.2252708673477173
CHEMBL5543	CHEMBL1898197	-3.637586	-4.367895471680916	-4.1483824595679435	-4.718200290223111	-4.027924537658691
CHEMBL279	CHEMBL362486	-1.774952	-3.261229380723213	1.7061641410221582	-3.8112502303168845	-1.3712718486785889
CHEMBL4523	CHEMBL3949896	-4.136765	-0.696769720885811	-1.7977299908808748	-0.7762960703694146	-1.598796010017395
CHEMBL2358	CHEMBL3969313	-6.907755	-6.975460029220106	-6.9687622200656465	-7.011331782343652	-7.006577014923096
CHEMBL1957	CHEMBL2088096	-8.749823	-6.898800392485608	-7.401097123607109	-8.256339593249729	-7.795356273651123
CHEMBL2599	CHEMBL3971588	-2.079442	-3.117481142050725	-2.932503718835456	-3.635368118620957	-2.4477195739746094
CHEMBL2147	CHEMBL1915438	-1.609438	-2.393823324949665	-1.8034516758486343	-3.0176276485532805	-1.3245348930358887
CHEMBL203	CHEMBL4107879	-5.66781	-6.829715562757803	-8.347822916000226	-5.827284437631289	-6.429293632507324
CHEMBL4439	CHEMBL1766453	-4.543295	-3.620706487222225	-3.113775144357671	-4.058395556829391	-3.4985008239746094
CHEMBL4937	CHEMBL4108038	1.203973	-1.4781228133333335	-2.05583821448005	-1.9878577892681495	-1.834301233291626
CHEMBL203	CHEMBL3965625	-3.912023	-5.768708961072466	-3.773575204170183	-3.7807342234658323	-3.1854803562164307
CHEMBL1974	CHEMBL404367	-1.386294	-2.871378058276771	-1.6599968240387244	-2.254734918880246	-1.7554609775543213
CHEMBL1868	CHEMBL214063	-3.637586	-6.401723500802884	-7.834023097203422	-6.481070696448577	-7.593620300292969
CHEMBL2185	CHEMBL595406	-6.086775	-6.312475984444443	-6.978556980070266	-5.3113468985381775	-6.3993072509765625
CHEMBL1868	CHEMBL255955	-1.609438	-4.9499303422428165	-5.415081447948229	-3.3057388446408	-5.421985626220703
CHEMBL1862	CHEMBL1242748	-3.044522	-3.656649214623508	-3.0396807634990335	-4.642741179087043	-3.7202038764953613
CHEMBL5543	CHEMBL3775949	-7.31322	-6.167992883221021	-4.866493700033702	-5.805200814979921	-5.68239164352417
CHEMBL260	CHEMBL4088971	-2.484907	-3.792451769485984	-3.108994944428943	-5.393436827242148	-2.468885898590088
CHEMBL3973	CHEMBL3935124	-3.799302	-3.73873024820206	-3.8348498914804043	-4.411597514784589	-3.8292391300201416
CHEMBL2147	CHEMBL3940808	-1.064711	-1.543113540155082	-0.3159371893672972	-1.4744457214932734	-0.73516845703125
CHEMBL1907600	CHEMBL2314452	-8.070906	-7.2918190683021855	-8.380035818282925	-8.380393096961402	-8.379654884338379
CHEMBL1974	CHEMBL374330	-0.693147	-2.9802816033387773	-3.55350449283758	-3.41207447007726	-3.008441209793091
CHEMBL4376	CHEMBL2321952	-5.857933	-6.572405079722391	-6.040081298988299	-6.756880732430683	-6.713863372802734
CHEMBL3476	CHEMBL556806	-3.78419	-4.66729665828976	-5.067123438519647	-7.002958457540552	-5.220171928405762
CHEMBL1907600	CHEMBL1782170	-8.89563	-7.679301026075215	-6.8929229826289395	-7.7890964490240915	-6.994454383850098
CHEMBL2094127	CHEMBL312657	-5.63479	-5.429112857171038	-5.31297227348505	-5.6731277682368155	-5.026153087615967
CHEMBL5570	CHEMBL3660771	-6.214608	-4.6092221	-5.21122699847824	-5.5080299430292	-5.08304500579834
CHEMBL4895	CHEMBL3910520	-2.639057	-3.8097213450844856	-3.6474139647194455	-4.042925686271845	-3.4920971393585205
CHEMBL4070	CHEMBL3699275	-1.10194	-0.6824033000000002	-0.6238394829859553	0.19895895361165383	-1.130969762802124
CHEMBL1981	CHEMBL209148	-7.003065	-6.681815656618181	-5.889049793597982	-6.239063216549807	-5.672191143035889
CHEMBL1907600	CHEMBL3673434	-4.543295	-5.896748681720599	-6.411128628705843	-5.859577511336578	-5.871350288391113
CHEMBL2971	CHEMBL3922146	-4.60517	-3.3497392567626645	-4.458885186461965	-2.860462120634821	-4.072893142700195
CHEMBL2292	CHEMBL3335355	-9.179881	-7.104653375173435	-8.813195362255666	-7.797943233074192	-9.59909439086914
CHEMBL203	CHEMBL367754	-7.082549	-4.857644999442506	-6.301541718558019	-5.799836471176571	-4.276001930236816
CHEMBL3717	CHEMBL3287309	-2.572612	-3.103311684072122	-2.1482323061688735	-4.138148466559603	-2.0411078929901123
CHEMBL4439	CHEMBL130025	-5.866468	-5.967491970383053	-6.533681790346238	-5.825254531384129	-5.765903949737549
CHEMBL2842	CHEMBL2158854	-8.070906	-5.724106153922238	-5.717097275140604	-5.705542318581501	-5.232997417449951
CHEMBL4523	CHEMBL3957954	1.203973	-0.5234536768146897	0.21970163021470215	-0.32712709346490776	0.11995887756347656
CHEMBL2971	CHEMBL3959692	-3.526361	-4.045371363377056	-3.6915341834847135	-3.7224708193484486	-3.537548303604126
CHEMBL2971	CHEMBL3582442	-8.630522	-5.953037680483573	-8.59863625297402	-6.137890260080172	-7.481283187866211
CHEMBL3650	CHEMBL3969747	-3.70721	-1.9022913301559787	-1.553814768439683	-1.7435130236315999	-1.8239636421203613
CHEMBL4722	CHEMBL1990583	-1.098612	-4.870104181066094	-5.521891694402612	-5.74486200617404	-3.579914093017578
CHEMBL203	CHEMBL3297900	-4.294561	-5.339220812643989	-4.912912362042478	-6.130478431176627	-5.689418792724609
CHEMBL1824	CHEMBL3964556	-3.912023	-4.8199476012692815	-4.520166053529002	-5.165507802001621	-4.697910308837891
CHEMBL2095217	CHEMBL3895532	-8.517193	-7.9504519	-8.512056830691645	-7.182701334608825	-8.154919624328613
CHEMBL1868	CHEMBL213270	-7.724447	-5.610311006771763	-4.318086171655264	-5.5725824908650505	-5.384462833404541
CHEMBL2094126	CHEMBL307150	-4.248495	-5.451646862797502	-5.466469240557004	-5.388222945291236	-4.592715740203857
CHEMBL2599	CHEMBL4066664	-4.394449	-3.3545817000000007	-5.132351898073304	-3.9908119817296663	-4.240213394165039
CHEMBL203	CHEMBL3952188	-3.912023	-3.7522054701668344	-3.8503272241097877	-3.846991351578123	-3.7564923763275146
CHEMBL4439	CHEMBL361237	-3.688879	-4.522352121388883	-4.050398196923969	-4.301431915220732	-3.5996487140655518
CHEMBL3231	CHEMBL2333884	-3.091042	-2.219102171500002	-1.4636688637489383	-2.0172764560531373	-1.5371850728988647
CHEMBL1907600	CHEMBL1796148	-3.7612	-4.710266077626011	-3.8724442594343755	-4.157734370481302	-3.623300790786743
CHEMBL1906	CHEMBL3577117	-1.974081	-2.279282513403381	-2.639511598725264	-2.7427944467126695	-2.0498909950256348
CHEMBL1974	CHEMBL260848	-4.976734	-4.875720598331645	-6.814055306890909	-5.25508049597389	-4.834264278411865
CHEMBL3983	CHEMBL3703178	-5.945421	-7.100702650211637	-8.488012297554478	-8.101300165910306	-8.165776252746582
CHEMBL2971	CHEMBL3947742	-6.620073	-4.138427172936756	-3.61351168710026	-3.950531310319484	-3.487386465072632
CHEMBL203	CHEMBL4070053	-1.193922	-2.1310113424277493	-1.129792105909541	-3.263217347846589	-1.660029649734497
CHEMBL203	CHEMBL131426	-7.003065	-7.161501975592203	-6.438595508548032	-7.306975495550869	-6.480048179626465
CHEMBL2147	CHEMBL2322228	-3.7612	-5.366439052173622	-8.317188681856171	-7.246767766798948	-5.59806489944458
CHEMBL279	CHEMBL2086740	-1.609438	-4.058119940816589	-3.135036823738748	-5.385243174203786	-1.2398838996887207
CHEMBL2971	CHEMBL3658869	-6.238325	-6.361538749962521	-6.2740892949061555	-6.301796979603893	-6.292194366455078
CHEMBL203	CHEMBL590878	-1.835776	-3.5024827096426385	-6.27810644894643	-5.535894007857698	-5.748806953430176
CHEMBL2358	CHEMBL3905020	-6.907755	-6.988834484084702	-7.108994503555586	-7.029093383612787	-6.927608966827393
CHEMBL1844	CHEMBL3673465	-2.70805	-2.90875405230117	-3.8542757931996334	-3.6309153592470627	-4.111607074737549
CHEMBL1936	CHEMBL477768	-8.070906	-6.937231585345031	-7.566104445042503	-6.488754807614832	-6.964875221252441
CHEMBL4722	CHEMBL510730	-7.438384	-5.209694510441651	-3.110597552161368	-4.541442590118564	-4.482388973236084
CHEMBL203	CHEMBL1958213	-7.60589	-7.787233253053595	-8.106768333832326	-7.487618707742596	-8.859679222106934
CHEMBL2148	CHEMBL3981841	-4.143135	-3.631425110893776	-3.7336208193299067	-3.677488402329564	-3.166780948638916
CHEMBL3973	CHEMBL3912505	-6.907755	-6.188885634999999	-7.069684671274396	-4.110765186803023	-7.39188814163208
CHEMBL4630	CHEMBL471156	-4.477337	-5.26550591914453	-4.887914000864049	-5.264661943447745	-4.709483623504639
CHEMBL1936	CHEMBL4074518	-1.360977	-3.6045974823164464	-6.442636872849522	-4.747972532428041	-4.871541500091553
CHEMBL203	CHEMBL554993	-0.993252	-4.364810397117069	-4.674190753643276	-5.707687422079672	-2.898986577987671
CHEMBL2147	CHEMBL4108465	-1.987874	-1.807610834651384	-2.1570582776143405	-2.015596054450694	-2.239485740661621
CHEMBL2363049	CHEMBL3604943	-0.0	-2.706741712723268	-2.6435804442766844	-3.307676058679873	-2.678734540939331
CHEMBL279	CHEMBL523559	-8.699515	-4.493543529110818	-2.197865161119841	-4.197603696966269	-5.560250282287598
CHEMBL3983	CHEMBL3808564	-4.70048	-2.569900289396856	-2.3042915664298858	-2.409785359244048	-2.473130226135254
CHEMBL4722	CHEMBL3675524	2.407946	-0.18633756083241376	0.9679561944259268	-0.1718996536709998	0.7048550844192505
CHEMBL2185	CHEMBL2023228	-4.248495	-3.0731246014905946	-2.7507547183128342	-3.9840776159890687	-2.3984885215759277
CHEMBL4722	CHEMBL2029906	-2.995732	-3.2840836142058314	-3.411884846648818	-2.6514342445195083	-2.930262565612793
CHEMBL301	CHEMBL103112	-6.907755	-5.647999952842595	-3.6362593953850246	-5.919000108961261	-4.512848377227783
CHEMBL4282	CHEMBL3978717	-6.756932	-6.1699936259619435	-7.12567406606849	-5.836628110983288	-6.499542713165283
CHEMBL1868	CHEMBL2063334	-6.907755	-5.813322199552187	-5.492172251983172	-6.2796004431184915	-6.130681991577148
CHEMBL4523	CHEMBL2035640	-4.941642	-5.825432314488463	-6.085061609859784	-5.754364974779297	-6.401330471038818
CHEMBL3616	CHEMBL67528	-2.639057	-3.144912737058959	-3.1064125229991335	-3.585470553213871	-3.1733195781707764
CHEMBL4816	CHEMBL2177375	-3.044522	-2.8432899683223027	-3.39626180903731	-3.1056219935592093	-2.9985339641571045
CHEMBL3038469	CHEMBL4091242	-3.988984	-5.336848365658236	-5.047876289494404	-5.277750638360957	-5.125278472900391
CHEMBL4722	CHEMBL3675399	-6.173786	-5.608676011672276	-6.118428490344002	-5.171137756718874	-5.985620021820068
CHEMBL2068	CHEMBL3895458	-6.907755	-6.90456981999998	-6.907885094045991	-6.95041396481774	-6.753136157989502
CHEMBL203	CHEMBL178144	-4.219508	-4.481248457986445	-4.4794845022880745	-4.752491725990399	-4.029345512390137
CHEMBL2815	CHEMBL3673446	-6.675823	-5.105625109523199	-4.890181899748857	-5.76326769972253	-5.675539016723633
CHEMBL2094138	CHEMBL438483	-2.197225	-2.501610372863252	-1.1908656718137296	-4.11403143311836	-1.113224983215332
CHEMBL4722	CHEMBL3685256	2.525729	-2.138097384581156	-1.1686205779460415	-2.129185672042902	-1.9484024047851562
CHEMBL4523	CHEMBL2035608	-8.517193	-7.713162175829042	-8.070515928093926	-7.369007378626362	-9.769814491271973
CHEMBL203	CHEMBL1958210	-8.626944	-7.571896681331222	-6.653996675515196	-7.464908174809732	-6.149372100830078
CHEMBL2971	CHEMBL3671145	-6.907755	-6.892760871290194	-6.985707161041942	-6.610802401206936	-6.96685791015625
CHEMBL4895	CHEMBL452965	-6.214608	-4.726437448717949	-5.841274994920168	-4.920163966386511	-6.193426132202148
CHEMBL3973	CHEMBL3942506	-4.236712	-2.672443457029491	-2.679130141881928	-2.3123379752840045	-3.119284152984619
CHEMBL279	CHEMBL396144	-8.077137	-6.094845680349381	-6.882586269606263	-5.257191942984103	-7.287851810455322
CHEMBL279	CHEMBL1087649	-5.560682	-5.209941611842504	-4.355094206784923	-5.133538369878787	-6.467334747314453
CHEMBL4247	CHEMBL2403367	-7.31322	-7.008172945131418	-7.770275657513459	-7.049833820377666	-8.059516906738281
CHEMBL2850	CHEMBL3984472	-7.352441	-7.110825556248194	-7.322179186525715	-6.742045163148646	-7.5600080490112305
CHEMBL3650	CHEMBL13354	-7.863267	-7.21545270408566	-7.385821894649796	-6.5301016766015705	-8.120128631591797
CHEMBL3973	CHEMBL3949508	-5.503175	-4.362283417483703	-4.916841934191946	-4.450788575278656	-4.862471103668213
CHEMBL1981	CHEMBL1630118	-7.438384	-7.570537684549289	-7.553572532888684	-8.363687603834489	-7.639998912811279
CHEMBL4523	CHEMBL3969621	-4.300003	-4.389402213114134	-3.162312034556103	-3.010127824813555	-2.2229843139648438
CHEMBL2094128	CHEMBL577172	-5.703782	-6.268062735938211	-6.292775472637264	-6.654419584014678	-6.719895839691162
CHEMBL3650	CHEMBL194872	-4.219508	-4.073350885506943	-4.029448977331699	-4.554251699750461	-4.125685691833496
CHEMBL279	CHEMBL3952706	-6.907755	-7.608869058593864	-8.461780504450333	-7.509283031022004	-6.549052715301514
CHEMBL2842	CHEMBL1242752	-7.783224	-7.176693734625202	-8.220778259011377	-8.10205243266034	-8.042163848876953
CHEMBL1907601	CHEMBL3604470	-3.713572	-0.9977611150000004	-1.438052770037464	-1.846619125078937	-1.1632239818572998
CHEMBL4179	CHEMBL67633	-5.164786	-5.9859313529273575	-5.379608002843973	-6.14610142700969	-5.388516426086426
CHEMBL279	CHEMBL2018755	-6.745236	-7.347993654284101	-8.483482808300682	-6.5793051762993	-7.373198986053467
CHEMBL1974	CHEMBL3948744	-9.049159	-7.947222313870825	-8.33549926386075	-7.79618447753308	-7.712074279785156
CHEMBL5147	CHEMBL3923449	-3.912023	-3.9173725214285695	-3.9179511261629916	-3.7128052974493415	-4.127635955810547
CHEMBL203	CHEMBL595406	-5.521461	-5.6067778804144845	-4.246177624659555	-5.612728222902492	-5.419180870056152
CHEMBL2358	CHEMBL3929226	-7.824046	-7.291458792229318	-6.991629546878453	-7.1671623270348075	-6.727428913116455
CHEMBL2358	CHEMBL3974603	-6.907755	-6.930361118876442	-6.908054323336732	-6.982942534998605	-6.959136962890625
CHEMBL203	CHEMBL177688	-7.21524	-7.454076793435875	-8.63058943744195	-5.447967691934083	-9.235185623168945
CHEMBL5407	CHEMBL3676283	-1.098612	-2.336766785364835	-1.7076975411766684	-1.7315852694955565	-1.852235198020935
CHEMBL2185	CHEMBL2163394	-1.098612	-3.791903529494198	-3.3841440250643715	-3.817202249121993	-2.5994701385498047
